"Site","ID","Region","Latitude","Longitude","Elevation","Class","Fec1","logSize","ClassNext","logSizeNext","Surv","Year","Fec0","RegionRank","SeedCt","NotAnIndividual","NotARecruit","SiteYear"
"Wawona","64021","C2",37.53822,-119.6514,1208,NA,NA,NA,"J",0,NA,"2013",NA,4,NA,"0","0","Wawona:2013"
"Wawona","64022","C2",37.53822,-119.6514,1208,NA,NA,NA,"J",0,NA,"2013",NA,4,NA,"0","0","Wawona:2013"
"Wawona","64023","C2",37.53822,-119.6514,1208,NA,NA,NA,"J",0,NA,"2013",NA,4,NA,"0","0","Wawona:2013"
"Wawona","64024","C2",37.53822,-119.6514,1208,NA,NA,NA,"J",0,NA,"2013",NA,4,NA,"0","0","Wawona:2013"
"Wawona","64025","C2",37.53822,-119.6514,1208,NA,NA,NA,"J",0,NA,"2013",NA,4,NA,"0","0","Wawona:2013"
"Wawona","64026","C2",37.53822,-119.6514,1208,NA,NA,NA,"J",0,NA,"2013",NA,4,NA,"0","0","Wawona:2013"
"Wawona","64027","C2",37.53822,-119.6514,1208,NA,NA,NA,"J",0,NA,"2013",NA,4,NA,"0","0","Wawona:2013"
"Wawona","64028","C2",37.53822,-119.6514,1208,NA,NA,NA,"J",0,NA,"2013",NA,4,NA,"0","0","Wawona:2013"
"Wawona","64029","C2",37.53822,-119.6514,1208,NA,NA,NA,"J",0,NA,"2013",NA,4,NA,"0","0","Wawona:2013"
"Wawona","64030","C2",37.53822,-119.6514,1208,NA,NA,NA,"J",0,NA,"2013",NA,4,NA,"0","0","Wawona:2013"
"Wawona","64031","C2",37.53822,-119.6514,1208,NA,NA,NA,"J",0,NA,"2013",NA,4,NA,"0","0","Wawona:2013"
"Wawona","64032","C2",37.53822,-119.6514,1208,NA,NA,NA,"J",0,NA,"2013",NA,4,NA,"0","0","Wawona:2013"
"Wawona","64033","C2",37.53822,-119.6514,1208,NA,NA,NA,"J",0,NA,"2013",NA,4,NA,"0","0","Wawona:2013"
"Wawona","64034","C2",37.53822,-119.6514,1208,NA,NA,NA,"J",0,NA,"2013",NA,4,NA,"0","0","Wawona:2013"
"Wawona","64035","C2",37.53822,-119.6514,1208,NA,NA,NA,"J",0,NA,"2013",NA,4,NA,"0","0","Wawona:2013"
"Wawona","64036","C2",37.53822,-119.6514,1208,NA,NA,NA,"J",0,NA,"2013",NA,4,NA,"0","0","Wawona:2013"
"Wawona","64037","C2",37.53822,-119.6514,1208,NA,NA,NA,"J",0,NA,"2013",NA,4,NA,"0","0","Wawona:2013"
"Wawona","64038","C2",37.53822,-119.6514,1208,NA,NA,NA,"J",0,NA,"2013",NA,4,NA,"0","0","Wawona:2013"
"Wawona","64039","C2",37.53822,-119.6514,1208,NA,NA,NA,"J",0,NA,"2013",NA,4,NA,"0","0","Wawona:2013"
"Wawona","64040","C2",37.53822,-119.6514,1208,NA,NA,NA,"J",0,NA,"2013",NA,4,NA,"0","0","Wawona:2013"
"Wawona","64041","C2",37.53822,-119.6514,1208,NA,NA,NA,"J",0,NA,"2013",NA,4,NA,"0","0","Wawona:2013"
"Wawona","64042","C2",37.53822,-119.6514,1208,NA,NA,NA,"J",0,NA,"2013",NA,4,NA,"0","0","Wawona:2013"
"Wawona","64043","C2",37.53822,-119.6514,1208,NA,NA,NA,"J",0,NA,"2013",NA,4,NA,"0","0","Wawona:2013"
"Wawona","64044","C2",37.53822,-119.6514,1208,NA,NA,NA,"J",0,NA,"2013",NA,4,NA,"0","0","Wawona:2013"
"Wawona","64045","C2",37.53822,-119.6514,1208,NA,NA,NA,"J",0,NA,"2013",NA,4,NA,"0","0","Wawona:2013"
"Wawona","64046","C2",37.53822,-119.6514,1208,NA,NA,NA,"J",0,NA,"2013",NA,4,NA,"0","0","Wawona:2013"
"Wawona","64047","C2",37.53822,-119.6514,1208,NA,NA,NA,"J",0,NA,"2013",NA,4,NA,"0","0","Wawona:2013"
"Wawona","64097","C2",37.53822,-119.6514,1208,NA,NA,NA,"J",0,NA,"2013",NA,4,NA,"0","0","Wawona:2013"
"Wawona","64098","C2",37.53822,-119.6514,1208,NA,NA,NA,"J",0,NA,"2013",NA,4,NA,"0","0","Wawona:2013"
"Wawona","64099","C2",37.53822,-119.6514,1208,NA,NA,NA,"J",0,NA,"2013",NA,4,NA,"0","0","Wawona:2013"
"Wawona","64100","C2",37.53822,-119.6514,1208,NA,NA,NA,"J",0,NA,"2013",NA,4,NA,"0","0","Wawona:2013"
"Wawona","64101","C2",37.53822,-119.6514,1208,NA,NA,NA,"J",0,NA,"2013",NA,4,NA,"0","0","Wawona:2013"
"Wawona","64102","C2",37.53822,-119.6514,1208,NA,NA,NA,"J",0,NA,"2013",NA,4,NA,"0","0","Wawona:2013"
"Wawona","64103","C2",37.53822,-119.6514,1208,NA,NA,NA,"J",0,NA,"2013",NA,4,NA,"0","0","Wawona:2013"
"Wawona","64104","C2",37.53822,-119.6514,1208,NA,NA,NA,"J",0,NA,"2013",NA,4,NA,"0","0","Wawona:2013"
"Wawona","64118","C2",37.53822,-119.6514,1208,NA,NA,NA,"J",0,NA,"2013",NA,4,NA,"0","0","Wawona:2013"
"Wawona","64193","C2",37.53822,-119.6514,1208,NA,NA,NA,"J",0,NA,"2013",NA,4,NA,"0","0","Wawona:2013"
"Wawona","63944","C2",37.53822,-119.6514,1208,NA,NA,NA,"J",0.41,NA,"2013",NA,4,NA,"0","0","Wawona:2013"
"Wawona","63940","C2",37.53822,-119.6514,1208,NA,NA,NA,"J",0.69,NA,"2013",NA,4,NA,"0","0","Wawona:2013"
"Wawona","63942","C2",37.53822,-119.6514,1208,NA,NA,NA,"J",0.69,NA,"2013",NA,4,NA,"0","0","Wawona:2013"
"Wawona","63943","C2",37.53822,-119.6514,1208,NA,NA,NA,"J",0.69,NA,"2013",NA,4,NA,"0","0","Wawona:2013"
"Wawona","63955","C2",37.53822,-119.6514,1208,NA,NA,NA,"J",0.69,NA,"2013",NA,4,NA,"0","0","Wawona:2013"
"Wawona","63958","C2",37.53822,-119.6514,1208,NA,NA,NA,"J",0.69,NA,"2013",NA,4,NA,"0","0","Wawona:2013"
"Wawona","63960","C2",37.53822,-119.6514,1208,NA,NA,NA,"J",0.69,NA,"2013",NA,4,NA,"0","0","Wawona:2013"
"Wawona","64011","C2",37.53822,-119.6514,1208,NA,NA,NA,"J",0.69,NA,"2013",NA,4,NA,"0","0","Wawona:2013"
"Wawona","64012","C2",37.53822,-119.6514,1208,NA,NA,NA,"J",0.69,NA,"2013",NA,4,NA,"0","0","Wawona:2013"
"Wawona","64117","C2",37.53822,-119.6514,1208,NA,NA,NA,"J",0.69,NA,"2013",NA,4,NA,"0","0","Wawona:2013"
"Wawona","64178","C2",37.53822,-119.6514,1208,NA,NA,NA,"J",0.69,NA,"2013",NA,4,NA,"0","0","Wawona:2013"
"Wawona","64179","C2",37.53822,-119.6514,1208,NA,NA,NA,"J",0.69,NA,"2013",NA,4,NA,"0","0","Wawona:2013"
"Wawona","64184","C2",37.53822,-119.6514,1208,NA,NA,NA,"J",0.69,NA,"2013",NA,4,NA,"0","0","Wawona:2013"
"Wawona","64191","C2",37.53822,-119.6514,1208,NA,NA,NA,"J",0.69,NA,"2013",NA,4,NA,"0","0","Wawona:2013"
"Wawona","63938","C2",37.53822,-119.6514,1208,NA,NA,NA,"J",1.1,NA,"2013",NA,4,NA,"0","0","Wawona:2013"
"Wawona","63945","C2",37.53822,-119.6514,1208,NA,NA,NA,"J",1.1,NA,"2013",NA,4,NA,"0","0","Wawona:2013"
"Wawona","63956","C2",37.53822,-119.6514,1208,NA,NA,NA,"J",1.1,NA,"2013",NA,4,NA,"0","0","Wawona:2013"
"Wawona","63961","C2",37.53822,-119.6514,1208,NA,NA,NA,"J",1.1,NA,"2013",NA,4,NA,"0","0","Wawona:2013"
"Wawona","63965","C2",37.53822,-119.6514,1208,NA,NA,NA,"J",1.1,NA,"2013",NA,4,NA,"0","0","Wawona:2013"
"Wawona","63968","C2",37.53822,-119.6514,1208,NA,NA,NA,"J",1.1,NA,"2013",NA,4,NA,"0","0","Wawona:2013"
"Wawona","64013","C2",37.53822,-119.6514,1208,NA,NA,NA,"J",1.1,NA,"2013",NA,4,NA,"0","0","Wawona:2013"
"Wawona","64095","C2",37.53822,-119.6514,1208,NA,NA,NA,"J",1.1,NA,"2013",NA,4,NA,"0","0","Wawona:2013"
"Wawona","64096","C2",37.53822,-119.6514,1208,NA,NA,NA,"J",1.1,NA,"2013",NA,4,NA,"0","0","Wawona:2013"
"Wawona","64116","C2",37.53822,-119.6514,1208,NA,NA,NA,"J",1.1,NA,"2013",NA,4,NA,"0","0","Wawona:2013"
"Wawona","64185","C2",37.53822,-119.6514,1208,NA,NA,NA,"J",1.1,NA,"2013",NA,4,NA,"0","0","Wawona:2013"
"Wawona","64186","C2",37.53822,-119.6514,1208,NA,NA,NA,"J",1.1,NA,"2013",NA,4,NA,"0","0","Wawona:2013"
"Wawona","63937","C2",37.53822,-119.6514,1208,NA,NA,NA,"J",1.39,NA,"2013",NA,4,NA,"0","0","Wawona:2013"
"Wawona","63952","C2",37.53822,-119.6514,1208,NA,NA,NA,"J",1.39,NA,"2013",NA,4,NA,"0","0","Wawona:2013"
"Wawona","63962","C2",37.53822,-119.6514,1208,NA,NA,NA,"J",1.39,NA,"2013",NA,4,NA,"0","0","Wawona:2013"
"Wawona","63964","C2",37.53822,-119.6514,1208,NA,NA,NA,"J",1.39,NA,"2013",NA,4,NA,"0","0","Wawona:2013"
"Wawona","63967","C2",37.53822,-119.6514,1208,NA,NA,NA,"J",1.39,NA,"2013",NA,4,NA,"0","0","Wawona:2013"
"Wawona","64187","C2",37.53822,-119.6514,1208,NA,NA,NA,"J",1.39,NA,"2013",NA,4,NA,"0","0","Wawona:2013"
"Wawona","64190","C2",37.53822,-119.6514,1208,NA,NA,NA,"J",1.39,NA,"2013",NA,4,NA,"0","0","Wawona:2013"
"Wawona","63948","C2",37.53822,-119.6514,1208,NA,NA,NA,"J",1.61,NA,"2013",NA,4,NA,"0","0","Wawona:2013"
"Wawona","63974","C2",37.53822,-119.6514,1208,NA,NA,NA,"A",1.61,NA,"2013",NA,4,NA,"0","0","Wawona:2013"
"Wawona","64126","C2",37.53822,-119.6514,1208,NA,NA,NA,"J",1.61,NA,"2013",NA,4,NA,"0","0","Wawona:2013"
"Wawona","64127","C2",37.53822,-119.6514,1208,NA,NA,NA,"J",1.61,NA,"2013",NA,4,NA,"0","0","Wawona:2013"
"Wawona","64128","C2",37.53822,-119.6514,1208,NA,NA,NA,"J",1.61,NA,"2013",NA,4,NA,"0","0","Wawona:2013"
"Wawona","64192","C2",37.53822,-119.6514,1208,NA,NA,NA,"J",1.61,NA,"2013",NA,4,NA,"0","0","Wawona:2013"
"Wawona","63959","C2",37.53822,-119.6514,1208,NA,NA,NA,"J",1.95,NA,"2013",NA,4,NA,"0","0","Wawona:2013"
"Wawona","63976","C2",37.53822,-119.6514,1208,NA,NA,NA,"J",1.95,NA,"2013",NA,4,NA,"0","0","Wawona:2013"
"Wawona","64188","C2",37.53822,-119.6514,1208,NA,NA,NA,"J",1.95,NA,"2013",NA,4,NA,"0","0","Wawona:2013"
"Wawona","63936","C2",37.53822,-119.6514,1208,NA,NA,NA,"J",2.08,NA,"2013",NA,4,NA,"0","0","Wawona:2013"
"Wawona","63971","C2",37.53822,-119.6514,1208,NA,NA,NA,"J",2.08,NA,"2013",NA,4,NA,"0","0","Wawona:2013"
"Wawona","64181","C2",37.53822,-119.6514,1208,NA,NA,NA,"J",2.08,NA,"2013",NA,4,NA,"0","0","Wawona:2013"
"Wawona","63935","C2",37.53822,-119.6514,1208,NA,NA,NA,"J",2.2,NA,"2013",NA,4,NA,"0","0","Wawona:2013"
"Wawona","63941","C2",37.53822,-119.6514,1208,NA,NA,NA,"J",2.3,NA,"2013",NA,4,NA,"0","0","Wawona:2013"
"Wawona","63972","C2",37.53822,-119.6514,1208,NA,NA,NA,"J",2.3,NA,"2013",NA,4,NA,"0","0","Wawona:2013"
"Wawona","64123","C2",37.53822,-119.6514,1208,NA,NA,NA,"J",2.3,NA,"2013",NA,4,NA,"0","0","Wawona:2013"
"Wawona","64124","C2",37.53822,-119.6514,1208,NA,NA,NA,"J",2.3,NA,"2013",NA,4,NA,"0","0","Wawona:2013"
"Wawona","64125","C2",37.53822,-119.6514,1208,NA,NA,NA,"J",2.3,NA,"2013",NA,4,NA,"0","0","Wawona:2013"
"Wawona","64194","C2",37.53822,-119.6514,1208,NA,NA,NA,"J",2.3,NA,"2013",NA,4,NA,"0","0","Wawona:2013"
"Wawona","63966","C2",37.53822,-119.6514,1208,NA,NA,NA,"J",2.56,NA,"2013",NA,4,NA,"0","0","Wawona:2013"
"Wawona","64122","C2",37.53822,-119.6514,1208,NA,NA,NA,"J",2.56,NA,"2013",NA,4,NA,"0","0","Wawona:2013"
"Wawona","64121","C2",37.53822,-119.6514,1208,NA,NA,NA,"A",2.77,NA,"2013",NA,4,NA,"0","0","Wawona:2013"
"Wawona","63934","C2",37.53822,-119.6514,1208,NA,NA,NA,"J",2.94,NA,"2013",NA,4,NA,"0","0","Wawona:2013"
"Wawona","63973","C2",37.53822,-119.6514,1208,NA,NA,NA,"J",2.94,NA,"2013",NA,4,NA,"0","0","Wawona:2013"
"Wawona","63963","C2",37.53822,-119.6514,1208,NA,NA,NA,"A",3.4,NA,"2013",NA,4,NA,"0","0","Wawona:2013"
"Wawona","63969","C2",37.53822,-119.6514,1208,NA,NA,NA,"J",3.4,NA,"2013",NA,4,NA,"0","0","Wawona:2013"
"Wawona","63933","C2",37.53822,-119.6514,1208,NA,NA,NA,"A",3.43,NA,"2013",NA,4,NA,"0","0","Wawona:2013"
"Wawona","63950","C2",37.53822,-119.6514,1208,NA,NA,NA,"J",3.5,NA,"2013",NA,4,NA,"0","0","Wawona:2013"
"Wawona","64189","C2",37.53822,-119.6514,1208,NA,NA,NA,"J",3.69,NA,"2013",NA,4,NA,"0","0","Wawona:2013"
"Wawona","63977","C2",37.53822,-119.6514,1208,NA,NA,NA,"J",3.95,NA,"2013",NA,4,NA,"0","2","Wawona:2013"
"Wawona","64180","C2",37.53822,-119.6514,1208,NA,NA,NA,"A",3.99,NA,"2013",NA,4,NA,"0","0","Wawona:2013"
"Wawona","63951","C2",37.53822,-119.6514,1208,NA,NA,NA,"A",4.38,NA,"2013",NA,4,NA,"0","0","Wawona:2013"
"Wawona","64182","C2",37.53822,-119.6514,1208,NA,NA,NA,"A",4.72,NA,"2013",NA,4,NA,"0","2","Wawona:2013"
"Wawona","64120","C2",37.53822,-119.6514,1208,NA,NA,NA,"A",4.96,NA,"2013",NA,4,NA,"0","3","Wawona:2013"
"Wawona","63946","C2",37.53822,-119.6514,1208,NA,NA,NA,"A",4.99,NA,"2013",NA,4,NA,"0","2","Wawona:2013"
"Wawona","64075","C2",37.53822,-119.6514,1208,"J",NA,-0.693147180559945,"D",NA,0,"2014",0,4,NA,"0",NA,"Wawona:2014"
"Wawona","64193","C2",37.53822,-119.6514,1208,"J",NA,0,"D",NA,0,"2014",0,4,NA,"0",NA,"Wawona:2014"
"Wawona","64074","C2",37.53822,-119.6514,1208,"J",NA,-0.693147180559945,"D",NA,0,"2014",0,4,NA,"0",NA,"Wawona:2014"
"Wawona","64192","C2",37.53822,-119.6514,1208,"J",NA,1.6094379124341,"D",NA,0,"2014",0,4,NA,"0",NA,"Wawona:2014"
"Wawona","64191","C2",37.53822,-119.6514,1208,"J",NA,0.693147180559945,"D",NA,0,"2014",0,4,NA,"0",NA,"Wawona:2014"
"Wawona","64077","C2",37.53822,-119.6514,1208,"J",NA,-0.693147180559945,"D",NA,0,"2014",0,4,NA,"0",NA,"Wawona:2014"
"Wawona","64076","C2",37.53822,-119.6514,1208,"J",NA,-0.693147180559945,"D",NA,0,"2014",0,4,NA,"0",NA,"Wawona:2014"
"Wawona","60443","C2",37.53822,-119.6514,1208,"J",NA,3.25809653802148,"A",6.2721220046228,1,"2014",0,4,NA,"0",NA,"Wawona:2014"
"Wawona","64078","C2",37.53822,-119.6514,1208,"J",NA,-0.693147180559945,"D",NA,0,"2014",0,4,NA,"0",NA,"Wawona:2014"
"Wawona","64188","C2",37.53822,-119.6514,1208,"J",NA,1.94591014905531,"D",NA,0,"2014",0,4,NA,"0",NA,"Wawona:2014"
"Wawona","64194","C2",37.53822,-119.6514,1208,"J",NA,2.30258509299405,"D",NA,0,"2014",0,4,NA,"0",NA,"Wawona:2014"
"Wawona","60565","C2",37.53822,-119.6514,1208,"J",NA,0.693147180559945,"D",NA,0,"2014",0,4,NA,"0",NA,"Wawona:2014"
"Wawona","66033","C2",37.53822,-119.6514,1208,NA,NA,NA,"J",-0.693147180559945,NA,"2014",NA,4,NA,"0","0","Wawona:2014"
"Wawona","60447","C2",37.53822,-119.6514,1208,"A",2,3.46573590279973,"J",3.52636052461616,1,"2014",1,4,1721,"0",NA,"Wawona:2014"
"Wawona","66042","C2",37.53822,-119.6514,1208,NA,NA,NA,"J",1.09861228866811,NA,"2014",NA,4,NA,"0","0","Wawona:2014"
"Wawona","64186","C2",37.53822,-119.6514,1208,"J",NA,1.09861228866811,"D",NA,0,"2014",0,4,NA,"0",NA,"Wawona:2014"
"Wawona","56381","C2",37.53822,-119.6514,1208,"A",25,5.80814248998044,"A",6.42486902390539,1,"2014",1,4,1721,"0",NA,"Wawona:2014"
"Wawona","64190","C2",37.53822,-119.6514,1208,"J",NA,1.38629436111989,"D",NA,0,"2014",0,4,NA,"0",NA,"Wawona:2014"
"Wawona","60453","C2",37.53822,-119.6514,1208,"J",NA,2.19722457733622,"D",NA,0,"2014",0,4,NA,"0",NA,"Wawona:2014"
"Wawona","64146","C2",37.53822,-119.6514,1208,"J",NA,-0.693147180559945,"D",NA,0,"2014",0,4,NA,"0",NA,"Wawona:2014"
"Wawona","60441","C2",37.53822,-119.6514,1208,"J",NA,1.09861228866811,"J",1.94591014905531,1,"2014",0,4,NA,"0",NA,"Wawona:2014"
"Wawona","64073","C2",37.53822,-119.6514,1208,"J",NA,-0.693147180559945,"D",NA,0,"2014",0,4,NA,"0",NA,"Wawona:2014"
"Wawona","64189","C2",37.53822,-119.6514,1208,"J",NA,3.68887945411394,"D",NA,0,"2014",0,4,NA,"0",NA,"Wawona:2014"
"Wawona","31058","C2",37.53822,-119.6514,1208,"J",NA,4.71492104994721,"A",4.79744207363521,1,"2014",0,4,NA,"0",NA,"Wawona:2014"
"Wawona","64148","C2",37.53822,-119.6514,1208,"J",NA,-0.693147180559945,"D",NA,0,"2014",0,4,NA,"0",NA,"Wawona:2014"
"Wawona","60450","C2",37.53822,-119.6514,1208,"J",NA,0.405465108108164,"D",NA,0,"2014",0,4,NA,"0",NA,"Wawona:2014"
"Wawona","64072","C2",37.53822,-119.6514,1208,"J",NA,-0.693147180559945,"D",NA,0,"2014",0,4,NA,"0",NA,"Wawona:2014"
"Wawona","56138","C2",37.53822,-119.6514,1208,"J",NA,3.25809653802148,"D",NA,0,"2014",0,4,NA,"0",NA,"Wawona:2014"
"Wawona","64187","C2",37.53822,-119.6514,1208,"J",NA,1.38629436111989,"D",NA,0,"2014",0,4,NA,"0",NA,"Wawona:2014"
"Wawona","64145","C2",37.53822,-119.6514,1208,"J",NA,-0.693147180559945,"D",NA,0,"2014",0,4,NA,"0",NA,"Wawona:2014"
"Wawona","64182","C2",37.53822,-119.6514,1208,"A",3,4.71849887129509,"A",3.85014760171006,1,"2014",1,4,1721,"0",NA,"Wawona:2014"
"Wawona","64147","C2",37.53822,-119.6514,1208,"J",NA,-0.693147180559945,"D",NA,0,"2014",0,4,NA,"0",NA,"Wawona:2014"
"Wawona","64185","C2",37.53822,-119.6514,1208,"J",NA,1.09861228866811,"D",NA,0,"2014",0,4,NA,"0",NA,"Wawona:2014"
"Wawona","64071","C2",37.53822,-119.6514,1208,"J",NA,-0.693147180559945,"D",NA,0,"2014",0,4,NA,"0",NA,"Wawona:2014"
"Wawona","66041","C2",37.53822,-119.6514,1208,NA,NA,NA,"J",0,NA,"2014",NA,4,NA,"0","0","Wawona:2014"
"Wawona","31160","C2",37.53822,-119.6514,1208,"J",NA,3.09104245335832,"J",3.98898404656427,1,"2014",0,4,NA,"0",NA,"Wawona:2014"
"Wawona","64149","C2",37.53822,-119.6514,1208,"J",NA,-0.693147180559945,"D",NA,0,"2014",0,4,NA,"0",NA,"Wawona:2014"
"Wawona","64144","C2",37.53822,-119.6514,1208,"J",NA,-0.693147180559945,"D",NA,0,"2014",0,4,NA,"0",NA,"Wawona:2014"
"Wawona","64184","C2",37.53822,-119.6514,1208,"J",NA,0.693147180559945,"D",NA,0,"2014",0,4,NA,"0",NA,"Wawona:2014"
"Wawona","64069","C2",37.53822,-119.6514,1208,"J",NA,-0.693147180559945,"D",NA,0,"2014",0,4,NA,"0",NA,"Wawona:2014"
"Wawona","64118","C2",37.53822,-119.6514,1208,"J",NA,0,"D",NA,0,"2014",0,4,NA,"0",NA,"Wawona:2014"
"Wawona","64183","C2",37.53822,-119.6514,1208,"J",NA,-0.693147180559945,"D",NA,0,"2014",0,4,NA,"0",NA,"Wawona:2014"
"Wawona","64153","C2",37.53822,-119.6514,1208,"J",NA,-0.693147180559945,"D",NA,0,"2014",0,4,NA,"0",NA,"Wawona:2014"
"Wawona","60458","C2",37.53822,-119.6514,1208,"J",NA,1.79175946922805,"D",NA,0,"2014",0,4,NA,"0",NA,"Wawona:2014"
"Wawona","64143","C2",37.53822,-119.6514,1208,"J",NA,-0.693147180559945,"D",NA,0,"2014",0,4,NA,"0",NA,"Wawona:2014"
"Wawona","64070","C2",37.53822,-119.6514,1208,"J",NA,-0.693147180559945,"D",NA,0,"2014",0,4,NA,"0",NA,"Wawona:2014"
"Wawona","64015","C2",37.53822,-119.6514,1208,"J",NA,0,"D",NA,0,"2014",0,4,NA,"0",NA,"Wawona:2014"
"Wawona","64152","C2",37.53822,-119.6514,1208,"J",NA,-0.693147180559945,"D",NA,0,"2014",0,4,NA,"0",NA,"Wawona:2014"
"Wawona","66040","C2",37.53822,-119.6514,1208,NA,NA,NA,"J",2.07944154167984,NA,"2014",NA,4,NA,"0","0","Wawona:2014"
"Wawona","66039","C2",37.53822,-119.6514,1208,NA,NA,NA,"J",1.38629436111989,NA,"2014",NA,4,NA,"0","0","Wawona:2014"
"Wawona","60439","C2",37.53822,-119.6514,1208,"A",8,5.30330490805908,"A",5.66988092298052,1,"2014",1,4,1721,"0",NA,"Wawona:2014"
"Wawona","64004","C2",37.53822,-119.6514,1208,"J",NA,-0.693147180559945,"D",NA,0,"2014",0,4,NA,"0",NA,"Wawona:2014"
"Wawona","60459","C2",37.53822,-119.6514,1208,"J",NA,0,"D",NA,0,"2014",0,4,NA,"0",NA,"Wawona:2014"
"Wawona","64079","C2",37.53822,-119.6514,1208,"J",NA,-0.693147180559945,"D",NA,0,"2014",0,4,NA,"0",NA,"Wawona:2014"
"Wawona","64003","C2",37.53822,-119.6514,1208,"J",NA,-0.693147180559945,"D",NA,0,"2014",0,4,NA,"0",NA,"Wawona:2014"
"Wawona","64016","C2",37.53822,-119.6514,1208,"J",NA,0,"D",NA,0,"2014",0,4,NA,"0",NA,"Wawona:2014"
"Wawona","64005","C2",37.53822,-119.6514,1208,"J",NA,-0.693147180559945,"D",NA,0,"2014",0,4,NA,"0",NA,"Wawona:2014"
"Wawona","64139","C2",37.53822,-119.6514,1208,"J",NA,-0.693147180559945,"D",NA,0,"2014",0,4,NA,"0",NA,"Wawona:2014"
"Wawona","64142","C2",37.53822,-119.6514,1208,"J",NA,-0.693147180559945,"D",NA,0,"2014",0,4,NA,"0",NA,"Wawona:2014"
"Wawona","64023","C2",37.53822,-119.6514,1208,"J",NA,0,"D",NA,0,"2014",0,4,NA,"0",NA,"Wawona:2014"
"Wawona","64025","C2",37.53822,-119.6514,1208,"J",NA,0,"D",NA,0,"2014",0,4,NA,"0",NA,"Wawona:2014"
"Wawona","64080","C2",37.53822,-119.6514,1208,"J",NA,-0.693147180559945,"D",NA,0,"2014",0,4,NA,"0",NA,"Wawona:2014"
"Wawona","64027","C2",37.53822,-119.6514,1208,"J",NA,0,"D",NA,0,"2014",0,4,NA,"0",NA,"Wawona:2014"
"Wawona","64028","C2",37.53822,-119.6514,1208,"J",NA,0,"D",NA,0,"2014",0,4,NA,"0",NA,"Wawona:2014"
"Wawona","64029","C2",37.53822,-119.6514,1208,"J",NA,0,"D",NA,0,"2014",0,4,NA,"0",NA,"Wawona:2014"
"Wawona","66034","C2",37.53822,-119.6514,1208,NA,NA,NA,"J",1.38629436111989,NA,"2014",NA,4,NA,"0","0","Wawona:2014"
"Wawona","66037","C2",37.53822,-119.6514,1208,NA,NA,NA,"J",1.09861228866811,NA,"2014",NA,4,NA,"0","0","Wawona:2014"
"Wawona","66038","C2",37.53822,-119.6514,1208,NA,NA,NA,"J",1.6094379124341,NA,"2014",NA,4,NA,"0","0","Wawona:2014"
"Wawona","64115","C2",37.53822,-119.6514,1208,"J",NA,-0.693147180559945,"J",1.94591014905531,1,"2014",0,4,NA,"0",NA,"Wawona:2014"
"Wawona","64026","C2",37.53822,-119.6514,1208,"J",NA,0,"D",NA,0,"2014",0,4,NA,"0",NA,"Wawona:2014"
"Wawona","64000","C2",37.53822,-119.6514,1208,"J",NA,-0.693147180559945,"D",NA,0,"2014",0,4,NA,"0",NA,"Wawona:2014"
"Wawona","64081","C2",37.53822,-119.6514,1208,"J",NA,-0.693147180559945,"D",NA,0,"2014",0,4,NA,"0",NA,"Wawona:2014"
"Wawona","64082","C2",37.53822,-119.6514,1208,"J",NA,-0.693147180559945,"D",NA,0,"2014",0,4,NA,"0",NA,"Wawona:2014"
"Wawona","64083","C2",37.53822,-119.6514,1208,"J",NA,-0.693147180559945,"D",NA,0,"2014",0,4,NA,"0",NA,"Wawona:2014"
"Wawona","64006","C2",37.53822,-119.6514,1208,"J",NA,-0.693147180559945,"D",NA,0,"2014",0,4,NA,"0",NA,"Wawona:2014"
"Wawona","64007","C2",37.53822,-119.6514,1208,"J",NA,-0.693147180559945,"D",NA,0,"2014",0,4,NA,"0",NA,"Wawona:2014"
"Wawona","64008","C2",37.53822,-119.6514,1208,"J",NA,-0.693147180559945,"D",NA,0,"2014",0,4,NA,"0",NA,"Wawona:2014"
"Wawona","60461","C2",37.53822,-119.6514,1208,"A",108,4.4188406077966,"A",6.27551503332571,1,"2014",1,4,1721,"0",NA,"Wawona:2014"
"Wawona","64011","C2",37.53822,-119.6514,1208,"J",NA,0.693147180559945,"D",NA,0,"2014",0,4,NA,"0",NA,"Wawona:2014"
"Wawona","66043","C2",37.53822,-119.6514,1208,NA,NA,NA,"J",0.693147180559945,NA,"2014",NA,4,NA,"0","0","Wawona:2014"
"Wawona","64013","C2",37.53822,-119.6514,1208,"J",NA,1.09861228866811,"D",NA,0,"2014",0,4,NA,"0",NA,"Wawona:2014"
"Wawona","64014","C2",37.53822,-119.6514,1208,"J",NA,0,"D",NA,0,"2014",0,4,NA,"0",NA,"Wawona:2014"
"Wawona","64176","C2",37.53822,-119.6514,1208,"J",NA,-0.693147180559945,"D",NA,0,"2014",0,4,NA,"0",NA,"Wawona:2014"
"Wawona","64017","C2",37.53822,-119.6514,1208,"J",NA,0,"D",NA,0,"2014",0,4,NA,"0",NA,"Wawona:2014"
"Wawona","64018","C2",37.53822,-119.6514,1208,"J",NA,0,"D",NA,0,"2014",0,4,NA,"0",NA,"Wawona:2014"
"Wawona","64140","C2",37.53822,-119.6514,1208,"J",NA,-0.693147180559945,"D",NA,0,"2014",0,4,NA,"0",NA,"Wawona:2014"
"Wawona","64141","C2",37.53822,-119.6514,1208,"J",NA,-0.693147180559945,"D",NA,0,"2014",0,4,NA,"0",NA,"Wawona:2014"
